study,instrument,answer_list,value,label,label_de
soep-is,soep-is-2020-fgz,21,4,2.500 to <5.000 Euro,2.500 bis unter 5.000 Euro
soep-is,soep-is-2020-fgz,21,5,"5,000 to <10,000 Euro",5.000 bis unter 10.000 Euro
soep-is,soep-is-2020-fgz,21,6,"10,000 Euro and more",10.000 Euro und mehr
soep-is,soep-is-2020-fgz,21,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,22,1,"<5,000 euros",Unter 5.000 Euro
soep-is,soep-is-2020-fgz,22,2,5.000 to <20.000 Euro,5.000 bis unter 20.000 Euro
soep-is,soep-is-2020-fgz,22,3,20.000 to <50.000 Euro,20.000 bis unter 50.000 Euro
soep-is,soep-is-2020-fgz,22,4,"50,000 to <100,000 Euro",50.000 bis unter 100.000 Euro
soep-is,soep-is-2020-fgz,22,5,"100,000 to <200,000 Euro",100.000 bis unter 200.000 Euro
soep-is,soep-is-2020-fgz,22,6,"200,000 to <500,000 Euro",200.000 bis unter 500.000 Euro
soep-is,soep-is-2020-fgz,22,7,500.000 to <1.000.000 Euro,500.000 bis unter 1.000.000 Euro
soep-is,soep-is-2020-fgz,22,8,1.000.000 Euro and more,1.000.000 Euro und mehr
soep-is,soep-is-2020-fgz,22,9,No assets,Keinerlei Vermögen
soep-is,soep-is-2020-fgz,22,10,Don’t know,Weiß nicht
soep-is,soep-is-2020-fgz,22,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,23,1,Lower than 1500 Euro,Niedriger als 1500 Euro
soep-is,soep-is-2020-fgz,23,2,Higher than 1500 Euro,Höher als 1500 Euro
soep-is,soep-is-2020-fgz,23,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,24,1,Lower than 750 Euro,Niedriger als 750 Euro
soep-is,soep-is-2020-fgz,24,2,Higher than 750 Euro,Höher als 750 Euro
soep-is,soep-is-2020-fgz,24,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,25,1,"Lower than 2,500 euros",Niedriger als 2.500 Euro
soep-is,soep-is-2020-fgz,25,2,"Higher than 2,500 euros",Höher als 2.500 Euro
soep-is,soep-is-2020-fgz,25,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,26,1,"Lower than 3,500 euros",Niedriger als 3.500 Euro
soep-is,soep-is-2020-fgz,26,2,"Higher than 3,500 euros",Höher als 3.500 Euro
soep-is,soep-is-2020-fgz,26,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,27,1,Lower than 5000 Euro,Niedriger als 5000 Euro
soep-is,soep-is-2020-fgz,27,2,Higher than 5000 Euro,Höher als 5000 Euro
soep-is,soep-is-2020-fgz,27,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,28,2,No,Nein
soep-is,soep-is-2020-fgz,29,1,level of care 1,Pflegegrad 1
soep-is,soep-is-2020-fgz,29,2,level of care 2,Pflegegrad 2
soep-is,soep-is-2020-fgz,29,3,level of care 3,Pflegegrad 3
soep-is,soep-is-2020-fgz,29,4,level of care 4,Pflegegrad 4
soep-is,soep-is-2020-fgz,29,5,level of care 5,Pflegegrad 5
soep-is,soep-is-2020-fgz,29,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,30,1,"Yes, I agree","Ja, ich bin einverstanden"
soep-is,soep-is-2020-fgz,30,2,"No, I do not agree","Nein, ich bin nicht einverstanden"
soep-is,soep-is-2020-fgz,31,0,0 totally unsatisfied,0 ganz und gar unzufrieden
soep-is,soep-is-2020-fgz,31,1,1,1
soep-is,soep-is-2020-fgz,31,2,2,2
soep-is,soep-is-2020-fgz,31,3,3,3
soep-is,soep-is-2020-fgz,31,4,4,4
soep-is,soep-is-2020-fgz,31,5,5,5
soep-is,soep-is-2020-fgz,31,6,6,6
soep-is,soep-is-2020-fgz,31,7,7,7
soep-is,soep-is-2020-fgz,31,8,8,8
soep-is,soep-is-2020-fgz,31,9,9,9
soep-is,soep-is-2020-fgz,31,10,10 completely satisfied,10 ganz und gar zufrieden
soep-is,soep-is-2020-fgz,31,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,32,0,0 totally unsatisfied,0 ganz und gar unzufrieden
soep-is,soep-is-2020-fgz,32,1,1,1
soep-is,soep-is-2020-fgz,32,2,2,2
soep-is,soep-is-2020-fgz,32,3,3,3
soep-is,soep-is-2020-fgz,32,4,4,4
soep-is,soep-is-2020-fgz,32,5,5,5
soep-is,soep-is-2020-fgz,32,6,6,6
soep-is,soep-is-2020-fgz,32,7,7,7
soep-is,soep-is-2020-fgz,32,8,8,8
soep-is,soep-is-2020-fgz,32,9,9,9
soep-is,soep-is-2020-fgz,32,10,10 completely satisfied,10 ganz und gar zufrieden
soep-is,soep-is-2020-fgz,32,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,32,-2,does not apply,TNZ
soep-is,soep-is-2020-fgz,33,1,Very rarely,Sehr selten
soep-is,soep-is-2020-fgz,33,2,Rarely,Selten
soep-is,soep-is-2020-fgz,33,3,Sometimes,Manchmal
soep-is,soep-is-2020-fgz,33,4,Often,Oft
soep-is,soep-is-2020-fgz,33,5,Very often,Sehr oft
soep-is,soep-is-2020-fgz,33,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,34,0,not at all valuable and useful 0,überhaupt nicht wertvoll und nützlich 0
soep-is,soep-is-2020-fgz,34,1,1,1
soep-is,soep-is-2020-fgz,34,2,2,2
soep-is,soep-is-2020-fgz,34,3,3,3
soep-is,soep-is-2020-fgz,34,4,4,4
soep-is,soep-is-2020-fgz,34,5,5,5
soep-is,soep-is-2020-fgz,34,6,6,6
soep-is,soep-is-2020-fgz,34,7,7,7
soep-is,soep-is-2020-fgz,34,8,8,8
soep-is,soep-is-2020-fgz,34,9,9,9
soep-is,soep-is-2020-fgz,34,10,10 completely valuable and useful,10 vollkommen wertvoll und nützlich
soep-is,soep-is-2020-fgz,34,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,35,1,Does not apply at all 1,Trifft überhaupt nicht zu 1
soep-is,soep-is-2020-fgz,35,2,2,2
soep-is,soep-is-2020-fgz,35,3,3,3
soep-is,soep-is-2020-fgz,35,4,4,4
soep-is,soep-is-2020-fgz,35,5,5,5
soep-is,soep-is-2020-fgz,35,6,6,6
soep-is,soep-is-2020-fgz,35,7,Fully applies 7,Trifft voll zu 7
soep-is,soep-is-2020-fgz,35,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,36,1,...optimistic?,...optimistisch?
soep-is,soep-is-2020-fgz,36,2,...rather optimistic than pessimistic?,...eher optimistisch als pessimistisch?
soep-is,soep-is-2020-fgz,36,3,...rather pessimistic than optimistic?,...eher pessimistisch als optimistisch?
soep-is,soep-is-2020-fgz,36,4,...pessimistic?,...pessimistisch?
soep-is,soep-is-2020-fgz,36,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,37,1,Daily,Täglich
soep-is,soep-is-2020-fgz,37,2,At least once per week,Mindestens 1 Mal pro Woche
soep-is,soep-is-2020-fgz,37,3,At least once per month,Mindestens 1 Mal pro Monat
soep-is,soep-is-2020-fgz,37,4,Less often,Seltener
soep-is,soep-is-2020-fgz,37,5,Never,Nie
soep-is,soep-is-2020-fgz,37,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,38,0,Not at all willing to take risks 0,Gar nicht risikobereit 0
soep-is,soep-is-2020-fgz,38,1,1,1
soep-is,soep-is-2020-fgz,38,2,2,2
soep-is,soep-is-2020-fgz,38,3,3,3
soep-is,soep-is-2020-fgz,38,4,4,4
soep-is,soep-is-2020-fgz,38,5,5,5
soep-is,soep-is-2020-fgz,38,6,6,6
soep-is,soep-is-2020-fgz,38,7,7,7
soep-is,soep-is-2020-fgz,38,8,8,8
soep-is,soep-is-2020-fgz,38,9,9,9
soep-is,soep-is-2020-fgz,38,10,10 Very willing to take risks,10 Sehr risikobereit
soep-is,soep-is-2020-fgz,38,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,39,1,Do not agree at all,Stimme überhaupt nicht zu
soep-is,soep-is-2020-fgz,39,2,Disagree rather,Stimme eher nicht zu
soep-is,soep-is-2020-fgz,39,3,partly disagree and partly agree,Teils-teils
soep-is,soep-is-2020-fgz,39,4,Agree rather,Stimme eher zu
soep-is,soep-is-2020-fgz,39,5,Fully agree,Stimme voll und ganz zu
soep-is,soep-is-2020-fgz,39,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,40,1,Does not correspond at all to my idea of a good living together,Entspricht überhaupt nicht meiner Vorstellung eines guten Zusammenlebens
soep-is,soep-is-2020-fgz,40,2,Rather does not correspond to my idea of a good living together,Entspricht eher nicht meiner Vorstellung eines guten Zusammenlebens
soep-is,soep-is-2020-fgz,40,3,partly does not correspond and partly does correspond,Teils-teils
soep-is,soep-is-2020-fgz,40,4,Corresponds rather already to my idea of a good living together,Entspricht eher schon meiner Vorstellung eines guten Zusammenlebens
soep-is,soep-is-2020-fgz,40,5,Fully corresponds to my idea of a good life together,Entspricht voll und ganz meiner Vorstellung eines guten Zusammenlebens
soep-is,soep-is-2020-fgz,40,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,41,1,Does not apply at all,Trifft überhaupt nicht zu
soep-is,soep-is-2020-fgz,41,2,Rather does not apply,Trifft eher nicht zu
soep-is,soep-is-2020-fgz,41,3,partly does not apply and partly does apply,Teils-teils
soep-is,soep-is-2020-fgz,41,4,Somewhat applies,Trifft eher zu
soep-is,soep-is-2020-fgz,41,5,Fully applies,Trifft voll zu
soep-is,soep-is-2020-fgz,41,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,42,1,Does not exist,Gibt es nicht
soep-is,soep-is-2020-fgz,42,2,Rather weak,Eher schwach
soep-is,soep-is-2020-fgz,42,3,Quite strong,Ziemlich stark
soep-is,soep-is-2020-fgz,42,4,Very strong,Sehr stark
soep-is,soep-is-2020-fgz,42,5,Don’t know,Weiß nicht
soep-is,soep-is-2020-fgz,42,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,43,1,Does not apply at all,Trifft überhaupt nicht zu
soep-is,soep-is-2020-fgz,43,2,Rather does not apply,Trifft eher nicht zu
soep-is,soep-is-2020-fgz,43,3,partly does not apply and partly does apply,Teils-teils
soep-is,soep-is-2020-fgz,43,4,Somewhat applies,Trifft eher zu
soep-is,soep-is-2020-fgz,43,5,Fully applies,Trifft voll zu
soep-is,soep-is-2020-fgz,43,6,Don’t know,Weiß nicht
soep-is,soep-is-2020-fgz,43,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,44,1,0 Do not trust at all,0 Vertraue überhaupt nicht
soep-is,soep-is-2020-fgz,44,2,1,1
soep-is,soep-is-2020-fgz,44,3,2,2
soep-is,soep-is-2020-fgz,44,4,3,3
soep-is,soep-is-2020-fgz,44,5,4,4
soep-is,soep-is-2020-fgz,44,6,5,5
soep-is,soep-is-2020-fgz,44,7,6,6
soep-is,soep-is-2020-fgz,44,8,7,7
soep-is,soep-is-2020-fgz,44,9,8,8
soep-is,soep-is-2020-fgz,44,10,9,9
soep-is,soep-is-2020-fgz,44,11,10 Trust completely,10 Vertraue voll und ganz
soep-is,soep-is-2020-fgz,44,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,45,1,0 Emotionally not connected at all,0 Gefühlsmäßig überhaupt nicht verbunden
soep-is,soep-is-2020-fgz,45,2,1,1
soep-is,soep-is-2020-fgz,45,3,2,2
soep-is,soep-is-2020-fgz,45,4,3,3
soep-is,soep-is-2020-fgz,45,5,4,4
soep-is,soep-is-2020-fgz,45,6,5,5
soep-is,soep-is-2020-fgz,45,7,6,6
soep-is,soep-is-2020-fgz,45,8,7,7
soep-is,soep-is-2020-fgz,45,9,8,8
soep-is,soep-is-2020-fgz,45,10,9,9
soep-is,soep-is-2020-fgz,45,11,10 Emotionally very connected,10 Gefühlsmäßig sehr verbunden
soep-is,soep-is-2020-fgz,45,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,46,1,I could do nothing about it,Ich könnte nichts dagegen tun
soep-is,soep-is-2020-fgz,46,2,I could do something about it,Ich könnte etwas dagegen tun
soep-is,soep-is-2020-fgz,46,3,Don’t know,Weiß nicht
soep-is,soep-is-2020-fgz,46,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,47,1,Very unlikely,Sehr unwahrscheinlich
soep-is,soep-is-2020-fgz,47,2,Rather unlikely,Eher unwahrscheinlich
soep-is,soep-is-2020-fgz,47,3,Neither/nor,Weder/noch
soep-is,soep-is-2020-fgz,47,4,Rather likely,Eher wahrscheinlich
soep-is,soep-is-2020-fgz,47,5,Very likely,Sehr wahrscheinlich
soep-is,soep-is-2020-fgz,47,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,48,1,Never,Nie
soep-is,soep-is-2020-fgz,48,2,Rarely,Selten
soep-is,soep-is-2020-fgz,48,3,Occasionally,Gelegentlich
soep-is,soep-is-2020-fgz,48,4,Often,Oft
soep-is,soep-is-2020-fgz,48,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,49,1,Do not agree at all,Stimme überhaupt nicht zu
soep-is,soep-is-2020-fgz,49,2,Rather disagree,Stimme eher nicht zu
soep-is,soep-is-2020-fgz,49,3,Neither/nor,Weder/noch
soep-is,soep-is-2020-fgz,49,4,Rather agree,Stimme eher zu
soep-is,soep-is-2020-fgz,49,5,Fully agree,Stimme voll und ganz zu
soep-is,soep-is-2020-fgz,49,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,50,1,0 Has already gone too far,0 Einigung ist schon zu weit gegangen
soep-is,soep-is-2020-fgz,50,2,1,1
soep-is,soep-is-2020-fgz,50,3,2,2
soep-is,soep-is-2020-fgz,50,4,3,3
soep-is,soep-is-2020-fgz,50,5,4,4
soep-is,soep-is-2020-fgz,50,6,5,5
soep-is,soep-is-2020-fgz,50,7,6,6
soep-is,soep-is-2020-fgz,50,8,7,7
soep-is,soep-is-2020-fgz,50,9,8,8
soep-is,soep-is-2020-fgz,50,10,9,9
soep-is,soep-is-2020-fgz,50,11,10 Should go on,10 Einigung sollte weitergehen
soep-is,soep-is-2020-fgz,50,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,51,1,0 Bad for the economy,0 Schlecht für die Wirtschaft
soep-is,soep-is-2020-fgz,51,2,1,1
soep-is,soep-is-2020-fgz,51,3,2,2
soep-is,soep-is-2020-fgz,51,4,3,3
soep-is,soep-is-2020-fgz,51,5,4,4
soep-is,soep-is-2020-fgz,51,6,5,5
soep-is,soep-is-2020-fgz,51,7,6,6
soep-is,soep-is-2020-fgz,51,8,7,7
soep-is,soep-is-2020-fgz,51,9,8,8
soep-is,soep-is-2020-fgz,51,10,9,9
soep-is,soep-is-2020-fgz,51,11,10 Good for the economy,10 Gut für die Wirtschaft
soep-is,soep-is-2020-fgz,51,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,52,1,0 Undermined,0 Untergraben
soep-is,soep-is-2020-fgz,52,2,1,1
soep-is,soep-is-2020-fgz,52,3,2,2
soep-is,soep-is-2020-fgz,52,4,3,3
soep-is,soep-is-2020-fgz,52,5,4,4
soep-is,soep-is-2020-fgz,52,6,5,5
soep-is,soep-is-2020-fgz,52,7,6,6
soep-is,soep-is-2020-fgz,52,8,7,7
soep-is,soep-is-2020-fgz,52,9,8,8
soep-is,soep-is-2020-fgz,52,10,9,9
soep-is,soep-is-2020-fgz,52,11,10 Enriched,10 Bereichert
soep-is,soep-is-2020-fgz,52,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,53,1,0 To a worse place,0 Zu einem schlechteren Ort
soep-is,soep-is-2020-fgz,53,2,1,1
soep-is,soep-is-2020-fgz,53,3,2,2
soep-is,soep-is-2020-fgz,53,4,3,3
soep-is,soep-is-2020-fgz,53,5,4,4
soep-is,soep-is-2020-fgz,53,6,5,5
soep-is,soep-is-2020-fgz,53,7,6,6
soep-is,soep-is-2020-fgz,53,8,7,7
soep-is,soep-is-2020-fgz,53,9,8,8
soep-is,soep-is-2020-fgz,53,10,9,9
soep-is,soep-is-2020-fgz,53,11,10 To a better place,10 Zu einem besseren Ort
soep-is,soep-is-2020-fgz,53,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,54,1,0 More risks,0 Mehr Risiken
soep-is,soep-is-2020-fgz,54,2,1,1
soep-is,soep-is-2020-fgz,54,3,2,2
soep-is,soep-is-2020-fgz,54,4,3,3
soep-is,soep-is-2020-fgz,54,5,4,4
soep-is,soep-is-2020-fgz,54,6,5,5
soep-is,soep-is-2020-fgz,54,7,6,6
soep-is,soep-is-2020-fgz,54,8,7,7
soep-is,soep-is-2020-fgz,54,9,8,8
soep-is,soep-is-2020-fgz,54,10,9,9
soep-is,soep-is-2020-fgz,54,11,10 More opportunities,10 Mehr Chancen
soep-is,soep-is-2020-fgz,54,-1,No answer,Keine Angabe
soep-is,soep-is-2020-fgz,55,1,Clearly does not change,Verändert sich eindeutig nicht
