study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale
soep-is,soep-is-2019,Q021,pthheiza1a,Heating system for _____ rooms,Heizungsanlage für _____ Räume,,,,,,,,,
soep-is,soep-is-2019,Q021,pthheiza2a,Fireplace for _____ rooms,Kaminofen für _____ Räume,,,,,,,,,
soep-is,soep-is-2019,Q021,pthheiza3a,Tiled stove for _____ rooms,Kachelofen für _____ Räume,,,,,,,,,
soep-is,soep-is-2019,Q021,pthheiza4a,Electric heaters for _____ rooms,Elektroheizgeräte für _____ Räume,,,,,,,,,
soep-is,soep-is-2019,UE4,1,Tenants,Mieter,,,,,,,,,
soep-is,soep-is-2019,UE5,1,Rent/Month,Miete/Monat,,,,,,,,,
soep-is,soep-is-2019,Q022,hm01,"The next questions deal with the costs of living in your dwelling. 

First the question: Are you living in the dwelling as ...","Die folgenden Fragen beziehen sich auf die Kosten des Wohnens. 

Zunächst die Frage: Bewohnen Sie diese Wohnung als …",128+,For rentfree right of abode or usufruct please enter main tenant.,Mietfreies Wohnrecht oder Nießbrauch tragen Sie bitte bei Hauptmieter ein.,,,,3@Q035,hm01,
soep-is,soep-is-2019,Q023,,How much is the monthly rent at present?,Wie hoch ist derzeit die monatliche Miete?,,"Please state the rent inclusive or exclusive of heating and other additional costs, depending on which amount you know better!","Geben Sie bitte die Warmmiete oder die Kaltmiete an, je nachdem, welchen Betrag Sie am besten Wissen!",,,,,,
soep-is,soep-is-2019,Q023,hm05,,,1595+173,,,,,,3@Q040,hm05,
soep-is,soep-is-2019,Q023,hm04,Euro,Euro,,,,,,,,hm04,
soep-is,soep-is-2019,Q025,,Now we have some questions on your incidentals.,Jetzt kommen ein paar Fragen zu Ihren Nebenkosten.,,"If you don't know one of the following amounts exactly, please estimate.","Falls Ihnen einer der folgenden Beträge nicht genau bekannt ist, dann schätzen Sie bitte.",,,,,,
soep-is,soep-is-2019,UE6,1,Heating Costs,Heizkosten,,,,,,,,,
soep-is,soep-is-2019,Q026,hheizink,Are the monthly costs for heat included in your rent?,Sind die Heizkosten in dem eben genannten Mietpreis enthalten?,1+173,,,,,,,hheizink,
soep-is,soep-is-2019,Q027,,How much are the monthly heating costs (warm water costs included) on average?,Wie hoch sind die durchschnittlichen Heizkosten (einschließlich Warmwasser) pro Monat?,,"If you don't know the amount exactly, please state the monthly fee for heating or estimate the amount!","Falls Betrag nicht genau bekannt, geben Sie bitte die Heizkostenpauschale an oder schätzen Sie!",,,,,,
soep-is,soep-is-2019,Q027,hm07,Euros per month,Euro Pro Monat,,,,,,,,hm07,
soep-is,soep-is-2019,Q027,hm08,,,3749+173,,,,,,,hm08,
soep-is,soep-is-2019,UE7,1,Electricity costs,Stromkosten,,,,,,,,,
soep-is,soep-is-2019,Q029,hstrink,Are the monthly costs for electricity included in your rent?,Sind die Stromkosten in dem eben genannten Mietpreis enthalten?,1+173,,,,,,,hstrink,
soep-is,soep-is-2019,Q030,,How much are the monthly electricity costs on average?,Wie hoch sind die durchschnittlichen Stromkosten pro Monat?,,"If you don't know the amount exactly, please state the monthly fee for electricity or estimate the amount!","Falls Betrag nicht genau bekannt, geben Sie bitte die Strompauschale an oder schätzen Sie!",,,,,,
soep-is,soep-is-2019,Q030,hm14,EUR per month,Euro pro Monat,,,,,,,,hm14,
soep-is,soep-is-2019,Q030,hm15,,,4236+173,,,,,,,hm15,
soep-is,soep-is-2019,UE8,1,Cost allocations as part of the rent,Umlagen im Mietpreis,,,,,,,,,
soep-is,soep-is-2019,Q032,hnebink,"Are other additional expenses not previously mentioned such as water, garbage removal, etc. included in the rent stated above?","Sind die Nebenkosten für Wasser, Müllabfuhr usw., also alle anderen noch nicht genannten Umlagen in dem eben genannten Mietpreis enthalten?",1+173,,,,,,,hnebink,
soep-is,soep-is-2019,Q033,,"How much do you spend for incidentals like water, garbage disposal and all not yet mentioned cost allocation monthly on average?","Und wie hoch sind die Nebenkosten für Wasser, Müllabfuhr usw. also alle anderen noch nicht genannten Umlagen durchschnittlich pro Monat?",,,,,,,,,
soep-is,soep-is-2019,Q033,hm10,EUR per month,Euro pro Monat,,,,,,,,hm10,
soep-is,soep-is-2019,Q033,hm11,,,3751+173,,,,,,,hm11,
soep-is,soep-is-2019,UE9,1,Proprietary,Eigentümer,,,,,,,,,
soep-is,soep-is-2019,Q035,he01,"Do you still have financial obligations, for example loans or a mortgage, for this house or flat in which you live?",Haben Sie für diese selbstgenutzte Wohnung beziehungsweise dieses selbstgenutzte Haus noch finanzielle Belastungen aus der Abzahlung von Hypotheken oder Bauspardarlehen?,1+173,,,,,,,he01,
soep-is,soep-is-2019,Q036,,How much are the monthly loan or mortgage payments including interest for this/these loan/s or mortgage/s?,"Wie hoch ist der monatliche Betrag für Tilgung und Zinsen, den Sie für dieses oder diese Darlehen zu leisten haben? ",,"If you don't know the exact amount, please estimate!",Falls Betrag nicht genau bekannt: bitte schätzen!,,,,,,
soep-is,soep-is-2019,Q036,he02,Loan or mortgage payments and interest … euros per month,Tilgung und Zinsen … Euro pro Monat,,,,,,,,he02,
soep-is,soep-is-2019,Q036,1,,,173,,,,,,,,
soep-is,soep-is-2019,Q037,,How much did you spend for heating (including hot water) in 2018?,Wie hoch waren die Heizkosten (einschließlich Warmwasser) im Jahr 2018?,,"If you don't know the exact amount, please estimate!","Falls Betrag nicht genau bekannt: bitte schätzen! 
",,,,,,
soep-is,soep-is-2019,Q037,he04,EUR per year,Euro im Jahr,,,,,,,,he04,
soep-is,soep-is-2019,Q037,1,,,173,,,,,,,,
soep-is,soep-is-2019,Q038,,How much did you spend for electricity in 2018?,Wie hoch waren die Stromkosten im Jahr 2018?,,"If you don't know the exact amount, please estimate!","Falls Betrag nicht genau bekannt: bitte schätzen! 
",,,,,,
soep-is,soep-is-2019,Q038,he16,EUR per year,Euro im Jahr,,,,,,,,he16,
soep-is,soep-is-2019,Q038,1,,,173,,,,,,,,
soep-is,soep-is-2019,Q039,,"How much did you spend for water, garbage disposal, street cleaning and all additional not yet mentioned cost allocation in 2018?","Und wie hoch waren 2018 die Kosten für Wasser, Müllabfuhr, Straßenreinigung und andere noch nicht genannte Umlagen?",,"If you don't know the exact amount, please estimate!",Falls Betrag nicht genau bekannt: bitte schätzen!,,,,,,
soep-is,soep-is-2019,Q039,he05,EUR per year,Euro im Jahr,,,,,,,,he05,
soep-is,soep-is-2019,Q039,1,,,173,,,,,,,,
soep-is,soep-is-2019,UE10,1,Leasing,Vermietung,,,,,,,,,
soep-is,soep-is-2019,Q040,hverm1,Did you or someone in your household receive income from letting or leasing land or house / flat in year 2018?,Hatten Sie oder jemand anderer in Ihrem Haushalt im Jahr 2018 Einnahmen aus Vermietung oder Verpachtung von Grund- oder Hausbesitz?,1+173,Please state actual income and not the fiscal value for own use.,"Gemeint sind tatsächliche Einnahmen, nicht der steuerliche Wert für Eigennutzung.",,,,,hverm1,
soep-is,soep-is-2019,Q041,,About how much was the total income from letting or leasing in 2018?,Wie hoch waren die Gesamteinnahmen aus Vermietung und Verpachtung im Jahr 2018?,,"If you don't know the exact amount, please estimate!",Falls Betrag nicht genau bekannt: bitte schätzen!,,,,,,
soep-is,soep-is-2019,Q041,hverm2,Euros in Year 2018,Euro im Jahr 2018,,,,,,,,hverm2,
soep-is,soep-is-2019,Q041,1,,,173,,,,,,,,
soep-is,soep-is-2019,Q042,hverm3a,Did you have any costs for maintenance and modernization in these let or leased objects in 2018?,Sind für diese vermieteten oder verpachteten Objekte im Jahr 2018 Kosten für Instandhaltung und Modernisierung entstanden?,1+173,,,,,,,hverm3a,
soep-is,soep-is-2019,Q043,,How much did you spend for maintenance and modernization in these let or leased objects in 2018?,"Wie hoch waren im Jahr 2018 die Kosten für Instandhaltung und Modernisierung, die für diese vermieteten oder verpachteten Objekte entstanden sind?",,"If you don't know the exact amount, please estimate!",Falls Betrag nicht genau bekannt: bitte schätzen!,,,,,,
soep-is,soep-is-2019,Q043,hverm3,EUR for the year 2018,Euro für das Jahr 2018,,,,,,,,hverm3,
soep-is,soep-is-2019,Q043,1,,,173,,,,,,,,
soep-is,soep-is-2019,Q044,hverm4a,"Did you pay any repayments, interests or mortgages for these let or leased objects in 2018?",Gab es für diese vermieteten oder verpachteten Objekte im Jahr 2018 Tilgungszahlungen und Zinsen für Hypotheken oder Bauspardarlehen?,1+173,,,,,,,hverm4a,
soep-is,soep-is-2019,Q045,,"How much did you spend for repayments, interests or mortgages for these let or leased objects in 2018?",Wie hoch waren im Jahr 2018 Zahlungen für Tilgung und Zinsen für diese vermieteten oder verpachteten Objekte?,,"If you don't know the exact amount, please estimate!",Falls Betrag nicht genau bekannt: bitte schätzen!,,,,,,
soep-is,soep-is-2019,Q045,hverm4,EUR for the year 2018,Euro für das Jahr 2018,,,,,,,,hverm4,
soep-is,soep-is-2019,Q045,1,,,173,,,,,,,,
soep-is,soep-is-2019,UE11,1,"Loans, interest, investments","Kredite, Zinsen, Wertanlagen",,,,,,,,,
soep-is,soep-is-2019,Q046,hkred1,Are you or is someone else in your household currently paying back loans and interest for large purchases or other expenditures?,"Müssen Sie oder ein anderes Haushaltsmitglied derzeit Rückzahlungen und Zinsen für Kredite leisten, die Sie für Anschaffungen oder sonstige Ausgaben aufgenommen haben? ",1+173,"Please do not include loan, mortgage or interest payments which you have already stated in previous questions.
","Nicht gemeint sind hier Tilgung und Zinsen für Hypotheken oder Bauspar-Darlehen, die Sie vorher schon angegeben haben. 
",,,,,hkred1,
soep-is,soep-is-2019,Q047,,"How high is the monthly rate, including interests that you pay on these loans?","Wie hoch ist der monatliche Betrag, der für die Rückzahlung dieser Kredite einschließlich Zinsen verwendet wird?",,"If you don't know the exact amount, please estimate!",Falls nicht genau bekannt: bitte schätzen!,,,,,,
soep-is,soep-is-2019,Q047,hkred2,Loan repayment (include interest payments) … euros per month,Kredit-Rückzahlung (einschließlich Zinsen) … Euro pro Monat,,,,,,,,hkred2,
soep-is,soep-is-2019,Q047,1,,,173,,,,,,,,
soep-is,soep-is-2019,Q048,hwa,Did you or another member of the household own any of the following savings or investment securities in the year 2018?,Besaßen Sie oder andere Personen im Haushalt im Jahr 2018 eine oder mehrere Wertanlagen?,1+173,"Those include savings accounts, savings contracts for building a home, life insurances, fixed interest securities like saving bonds, mortage bonds and federal savings bonds, other securities like stocks, funds, bonds and equity warrant, but also company assets.","Dazu zählen Sparbuch und Spargirokonto, Tagesgeldkonto, Bausparverträge, Lebensversicherungen, festverzinsliche Wertpapiere wie Sparbriefe, Pfandbriefe und Bundesschatzbriefe, andere Wertpapiere wie Aktien, Fonds, Anleihen und Optionsscheine, aber auch Betriebsvermögen bei eigenen Unternehmen und Beteiligungen an Unternehmen.",,,,,hwa,
soep-is,soep-is-2019,Q049,1,"How much was your total income from interest, dividends and profits from all investments in 2018?","Wie hoch waren, alles in allem, die Einnahmen aus Zinsen, Dividenden, Gewinnen und Gewinnausschüttungen aus allen Ihren Wertanlagen im Jahr 2018?",,,,,,,,,
soep-is,soep-is-2019,Q049,hzins1,In the year 2018 … Euros,Im Jahr 2018 … Euro,,,,,,,,hzins1,
soep-is,soep-is-2019,Q049,hzinswn,Do not know,Weiß nicht,,,,,,,,hzinswn,
soep-is,soep-is-2019,Q049,,,,173,,,,,,,,
soep-is,soep-is-2019,Q051,hzins2,Please estimate the amount from this list.,Bitte schätzen Sie den Betrag anhand dieser Liste.,17+173,Please show list xxx!,Bitte Liste xxx vorlegen!,,,,,hzins2,
soep-is,soep-is-2019,UE12,1,Governmental benefits and income,Staatl. Leistungen und Einkünfte,,,,,,,,,
soep-is,soep-is-2019,Q052,,Did you or one of the members of your household currently receive any of the following governmental benefits?,Erhalten Sie oder ein anderes Haushaltsmitglied derzeit eine der folgenden staatlichen Leistungen?,,,,,,,,,
soep-is,soep-is-2019,Q052,hdkg1,Child benefit (Kindergeld),Kindergeld,1+173,,,,,,,hdkg1,
soep-is,soep-is-2019,Q052,hdkz1,Child benefit supplement (in addition to child benefit applied for for benefit for low earners). This does not mean benefits from the education package.,Kindergeldzuschlag (zusätzlich zum Kindergeld beantragte Leistung für Geringverdiener). Hier nicht gemeint sind Leistungen aus dem Bildungspaket.,1+173,,,,,,,hdkz1,
soep-is,soep-is-2019,Q052,hdag1,"Unemployment benefit II (Hartz IV), including social benefit and accomodation expenses",Arbeitslosengeld II (Hartz IV) einschließlich Sozialgeld und Unterkunftskosten,1+173,,,,,,,hdag1,
soep-is,soep-is-2019,Q052,hdpg1,Long-term care insurance benefits (Leistungen der Pflegeversicherung),Leistungen der Pflegeversicherung,1+173,,,,,,,hdpg1,
soep-is,soep-is-2019,Q052,hdsh1,"Regular support for living costs / Support for special situations (""Laufende Hilfe zum Lebensunterhalt / Hilfe in besonderen Lebenslagen"")",Laufende Hilfe zum Lebensunterhalt oder Hilfe in besonderen Lebenslagen,1+173,,,,,,,hdsh1,
soep-is,soep-is-2019,Q052,hdgs1,"Basic income support for the elderly / those with reduced earning capacity (""Grundsicherung im Alter und bei Erwerbsminderung"")",Grundsicherung im Alter und bei Erwerbsminderung,1+173,,,,,,,hdgs1,
soep-is,soep-is-2019,Q052,hdwg1,"Housing allowance (""Wohngeld"") if not included in accommodation expenses under unemployment benefit II / monthly subsistence... / basic income support for the elderly","Wohngeld (Miet und Lastenzuschuss), falls nicht in den Unterkunftskosten von ALG II, Laufender Hilfe zum Lebensunterhalt..., Grundsicherung im Alter ... enthalten.",1+173,If not already part of accommodation expenses of unemployment benefit II / running assistance / basic income support for the elderly,Falls nicht in den Unterkunftskosten von ALG II / Laufender Hilfe / Grundsicherung im Alter enthalten,,,,,hdwg1,
soep-is,soep-is-2019,Q053,,What is the current monthly amount of child benefit?,Wie hoch ist derzeit der monatliche Betrag beim Kindergeld?,,,,,,,,,
soep-is,soep-is-2019,Q053,hdkg2,EUR per month,Euro pro Monat,,,,,,,,hdkg2,
soep-is,soep-is-2019,Q054,,And for how many children are you receiving child benefits (Kindergeld)?,Und für wie viele Kinder erhalten Sie das Kindergeld?,,,,,,,,,
soep-is,soep-is-2019,Q054,hdkg3,Children,Kinder,,,,,,,,hdkg3,
soep-is,soep-is-2019,Q055,,"What is the current monthly amount of the child benefit supplement (in addition to the child benefit
for low earners)?
This does not mean benefits from the education package.","Wie hoch ist derzeit der monatliche Betrag des Kindergeldzuschlags (zusätzlich zum Kindergeld beantragte
Leistung für Geringverdiener)?
Hier nicht gemeint sind Leistungen aus dem Bildungspaket.",,,,,,,,,
soep-is,soep-is-2019,Q055,hdkz2,EUR per month,Euro pro Monat,,,,,,,,hdkz2,
soep-is,soep-is-2019,Q056,,What is the current monthly amount of benefits from the education package for one or more children?,Wie hoch ist derzeit der monatliche Betrag der Leistungen aus dem Bildungspaket für eines oder mehrere Kinder?,,,,,,,,,
soep-is,soep-is-2019,Q056,hdbp2,EUR per month,Euro pro Monat,,,,,,,,hdbp2,
soep-is,soep-is-2019,Q057,,"How much are you or another household member currently receiving per month in unemployment benefit II (Arbeitslosengeld II), including social benefit and accommodation expenses (Sozialgeld, Unterkunftskosten)?","Wie hoch ist der Betrag, den Sie oder ein anderes Haushaltsmitglied monatlich an Arbeitslosengeld II (Hartz IV) einschließlich Sozialgeld und Unterkunftskosten erhalten? ",,,,,,,,,
soep-is,soep-is-2019,Q057,hdag2,EUR per month,Euro pro Monat,,,,,,,,hdag2,
soep-is,soep-is-2019,Q058,,What is the current monthly amount of long-term care insurance benefits?,Wie hoch ist derzeit der monatliche Betrag der Leistungen der Pflegeversicherung?,,What is the current monthly amount of long-term care insurance benefits?,Wie hoch ist derzeit der monatliche Betrag der Leistungen der Pflegeversicherung?,,,,,,
soep-is,soep-is-2019,Q058,hdpg2,EUR per month,Euro pro Monat,,,,,,,,hdpg2,
soep-is,soep-is-2019,Q059,,"What is the current monthly amount for ongoing assistance for subsistence / assistance in special
situations?
If necessary, with accommodation costs.","Wie hoch ist derzeit der monatliche Betrag für laufende Hilfe zum Lebensunterhalt / Hilfe in besonderen
Lebenslagen?
Gegebenenfalls mit Unterkunftskosten.",,,,,,,,,
soep-is,soep-is-2019,Q059,hdsh2,EUR per month,Euro pro Monat,,,,,,,,hdsh2,
soep-is,soep-is-2019,Q060,,What is the current monthly amount of basic income support for the eldery and in the event of reduced earning capacity?,Wie hoch ist derzeit der monatliche Betrag der Grundsicherung im Alter und bei Erwerbsminderung?,,,,,,,,,
soep-is,soep-is-2019,Q060,hdgs2,EUR per month,Euro pro Monat,,,,,,,,hdgs2,
soep-is,soep-is-2019,Q061,,"What is the current monthly amount of housing allowance (rental and burden subsidy)?
If not included in the accomodation expenses of ALG II, ongoing assistance for living subsistence ... basic income support for
elderly....","Wie hoch ist derzeit der monatliche Betrag beim Wohngeld (Miet- und Lastenzuschuss)?
Falls nicht in den Unterkunftskosten von ALG II, Laufender Hilfe zum Lebensunterhalt ..., Grundsicherung im
Alter ... enthalten.",,,,,,,,,
soep-is,soep-is-2019,Q061,hdwg2,EUR per month,Euro pro Monat,,,,,,,,hdwg2,
soep-is,soep-is-2019,Q062,,"If you take a look at the total income of all members of the household:

How much is the monthly household net income today?","Wenn man mal alle Einkünfte zusammennimmt: 

Wie hoch ist das monatliche Haushaltsnettoeinkommen aller Haushaltsmitglieder heute?",,"Please state the net monthly income, which means after deductions for taxes and social security. Please include regular income such as pensions, housing allowance, child allowance, grants for higher education support payments, etc.

If you do not know the exact amount, please estimate the amount per month.","Bitte geben Sie den monatlichen Netto-Betrag an, also nach Abzug von Steuern und Sozialabgaben. Regelmäßige Zahlungen wie Renten, Wohngeld, Kindergeld, BAföG, Unterhaltszahlungen usw. rechnen Sie bitte dazu!

Falls nicht genau bekannt: Bitte schätzen Sie den monatlichen Betrag ",,,,,,
soep-is,soep-is-2019,Q062,hnetto,EUR per month,Euro im Monat,,,,,,,,hnetto,
soep-is,soep-is-2019,Q062,hnetto_dummy,,,173,,,,,,,hnetto_dummy,
soep-is,soep-is-2019,Q064,znettox1,Is your household net income...,Ist ihr Haushaltseinkommen …,681+173,,,,,,,znetto,
soep-is,soep-is-2019,Q065,znettox2,Is your household net income...,Ist ihr Haushaltseinkommen …,19+173,,,,,,,znetto,
soep-is,soep-is-2019,Q066,znettox3,Is your household net income...,Ist ihr Haushaltseinkommen …,20+173,,,,,,,znetto,
soep-is,soep-is-2019,Q067,znettox4,Is your household net income...,Ist ihr Haushaltseinkommen …,21+173,,,,,,,znetto,
soep-is,soep-is-2019,Q068,znettox5,Is your household net income...,Ist ihr Haushaltseinkommen …,684+173,,,,,,,znetto,
soep-is,soep-is-2019,Q069,1,"Do you have normally some money left at the end of a month, which you can save or put aside? This can include regular savings deposits for asset formation such as: savings plan of bank, a personal pension scheme with state grant (Riester- or Rüruprente), other personal pension schemes, building savings contracts, cash-value life insurances, capital formation savings payment. We are also looking for precautionary saving such as for a larger purchase or for a state of emergency.","Bleibt Ihnen in der Regel monatlich ein gewisser Betrag übrig, den Sie sparen oder zurücklegen können? Dabei kann es sich um regelmäßige Spareinlagen zur Vermögensbildung handeln, wie zum Beispiel: Banksparpläne, Riester- oder Rüruprenten, andere private Rentenverträge, Bausparverträge, Kapitallebensversicherungen, sparen in Form von Vermögenswirksamen Leistungen. Es geht aber auch um vorsorgliches Sparen, zum Beispiel für größere Anschaffungen oder Notlagen; dazu gehört auch Sparen für Sondertilgung laufender Kredite. ",,,,,,,,,
soep-is,soep-is-2019,Q069,hspar1a,"Yes, for asset formation","Ja, zur Vermögensbildung",,,,,,,,hspar1a,
soep-is,soep-is-2019,Q069,hspar2a,Yes … euros per month,[Ja] und zwar etwa: ... Euro im Monat,,,,,,,,hspar2a,
soep-is,soep-is-2019,Q069,2,,,173,,,,,,,,
soep-is,soep-is-2019,Q069,hspar1b,"Yes, for precautionary saving","Ja, zum vorsorglichen Sparen",,,,,,,,hspar1b,
soep-is,soep-is-2019,Q069,hspar2b,Yes … euros per month,[Ja] und zwar etwa: ... Euro im Monat,,,,,,,,hspar2b,
soep-is,soep-is-2019,Q069,3,,,173,,,,,,,,
soep-is,soep-is-2019,Q072,hpfleg,"Does someone in your household need care or assistance on a constant basis due to age, sickness or medical treatment?","Gibt es in Ihrem Haushalt jemand, der aus Alters- oder Krankheitsgründen oder wegen einer Behinderung dauernd hilfe- oder pflegebedürftig ist? ",1+173,,,,,,,hpfleg,
soep-is,soep-is-2019,Q073,hpl,Does the person in need of care receive nursing care insurance benefits (Pflegeversicherung)?,Erhält die hilfebedürftige Person Leistungen aus der Pflegeversicherung,1+173,,,,,,,hpl,
soep-is,soep-is-2019,Q074,hpgrad,What is the level of care for that person as it is approved by the nursing care insurance?,Welcher Pflegegrad wurde für die hilfebedürftige Person anerkannt?,2718+173,,,,,,,hpgrad,
soep-is,soep-is-2019,Q075,,Now we have a few question about you personally.,Nun haben wir ein paar Fragen zu Ihrer Person.,,,,,,,,,
soep-is,soep-is-2019,UE13,,Innomodule Genes – Part 1,Innomodul Gene - Teil 1,,,,,,,,,
